1;arms_factory;5611.00;11.30;768.00;2.48;0
1;arms_factory;5590.00;16.40;191.00;5.14;0
1;arms_factory;5274.00;10.50;1947.00;2.98;0
1;arms_factory;5002.00;10.50;2286.00;4.19;0
1;arms_factory;5562.00;10.00;1503.00;0.92;0
1;arms_factory;5574.00;10.40;1639.00;3.59;0
1;industrial_complex;5539.00;10.50;1776.00;6.25;0
1;industrial_complex;5472.00;11.00;1608.00;2.64;0
1;industrial_complex;5119.00;10.50;2061.00;5.65;0
1;industrial_complex;5098.00;10.88;1824.00;2.04;0
1;industrial_complex;5589.00;12.25;546.00;4.70;0
1;industrial_complex;5619.00;10.70;39.00;2.54;0
1;supply_node;5010.00;10.45;2277.00;5.70;0
1;supply_node;5223.00;10.50;2062.00;0.90;0
1;supply_node;5175.00;11.20;1773.00;4.94;0
1;supply_node;5577.00;10.30;1553.00;0.13;0
1;supply_node;3619.00;12.40;1818.00;3.07;0
1;supply_node;5086.00;10.30;2255.00;0.83;0
1;supply_node;5186.00;10.50;1916.00;2.31;0
1;supply_node;5345.00;11.20;1330.00;5.24;0
1;supply_node;5312.00;11.15;1895.00;1.55;0
1;supply_node;5373.00;10.50;1833.00;4.48;0
1;supply_node;5093.00;10.65;1873.00;1.13;0
1;supply_node;5470.00;10.00;1501.00;3.71;0
1;supply_node;5608.00;11.65;1213.00;0.37;0
1;supply_node;5262.00;10.45;1568.00;1.85;0
1;supply_node;5557.00;10.40;1791.00;5.89;0
1;supply_node;5370.00;10.40;1678.00;2.54;0
1;supply_node;5164.00;10.45;1999.00;4.02;0
1;supply_node;5361.00;10.20;1498.00;1.78;0
1;supply_node;5507.00;12.18;747.00;3.25;0
1;supply_node;5461.00;10.40;1808.00;6.19;0
1;supply_node;5288.00;11.57;1810.00;2.49;0
1;supply_node;5369.00;11.00;1409.00;5.43;0
1;supply_node;5564.00;11.10;829.00;2.08;0
1;supply_node;5354.00;11.00;1252.00;4.67;0
1;supply_node;5512.00;11.10;658.00;1.32;0
1;supply_node;5606.00;11.20;915.00;2.80;0
1;supply_node;5306.00;10.50;2055.00;0.55;0
1;supply_node;5477.00;10.30;1294.00;3.49;0
1;supply_node;5560.00;10.93;1319.00;4.97;0
1;supply_node;5257.00;11.93;1296.00;2.73;0
1;supply_node;5152.00;10.60;2073.00;4.20;0
1;supply_node;5617.00;10.40;1591.00;0.86;0
1;supply_node;5511.00;10.50;1730.00;4.90;0
1;supply_node;5279.00;10.25;1501.00;0.09;0
1;supply_node;5513.00;10.20;1415.00;3.03;0
1;supply_node;5435.00;10.50;1719.00;5.62;0
1;supply_node;5487.00;14.45;2007.00;2.27;0
1;supply_node;5225.00;18.68;1634.00;5.20;0
1;supply_node;5158.00;11.50;1355.00;1.50;0
1;supply_node;5408.00;10.60;2063.00;4.44;0
1;supply_node;5281.00;10.45;1982.00;5.92;0
1;supply_node;5380.00;12.85;1940.00;3.68;0
1;supply_node;5303.00;11.00;1722.00;0.33;0
1;supply_node;3566.00;12.20;1807.00;1.81;0
1;supply_node;5517.00;11.00;1579.00;5.85;0
1;supply_node;5617.00;10.00;1447.00;1.04;0
1;supply_node;5607.00;10.80;1103.00;3.98;0
1;supply_node;5279.00;10.60;1427.00;1.74;0
1;supply_node;5412.00;11.90;752.00;3.22;0
1;supply_node;5424.00;10.50;1622.00;6.15;0
1;supply_node;5552.00;10.20;1479.00;2.46;0
1;supply_node;5609.00;11.30;1014.00;5.39;0
1;supply_node;5214.00;11.15;1834.00;0.58;0
1;supply_node;5577.00;10.57;1396.00;4.62;0
1;supply_node;5341.00;11.00;1589.00;1.28;0
1;supply_node;5554.00;11.00;1904.00;2.76;0
1;supply_node;5307.00;10.40;2141.00;5.69;0
1;supply_node;5580.00;10.43;1682.00;2.00;0
1;supply_node;5439.00;10.40;1883.00;4.93;0
1;supply_node;5043.00;11.00;1992.00;1.58;0
1;supply_node;5582.00;11.90;749.00;4.17;0
1;supply_node;5228.00;14.38;1372.00;0.82;0
1;supply_node;5495.00;10.50;1650.00;2.30;0
1;supply_node;5464.00;10.20;1356.00;0.06;0
1;supply_node;5475.00;11.60;841.00;2.99;0
1;supply_node;5367.00;10.60;1760.00;4.47;0
1;supply_node;5611.00;11.00;1309.00;2.23;0
1;supply_node;3712.00;10.65;1817.00;3.71;0
1;supply_node;5433.00;10.30;1435.00;0.36;0
1;supply_node;5092.00;10.60;2034.00;4.40;0
1;supply_node;5620.00;10.50;1851.00;5.88;0
1;supply_node;5228.00;14.98;1724.00;2.53;0
1;supply_node;5295.00;11.00;1651.00;5.12;0
1;supply_node;5412.00;10.20;1553.00;1.77;0
1;supply_node;2701.00;9.70;1441.00;4.71;0
1;supply_node;5571.00;10.50;2213.00;1.01;0
1;supply_node;5580.00;10.75;2048.00;3.95;0
1;supply_node;5623.00;10.50;2202.00;5.42;0
1;supply_node;5618.00;10.50;2001.00;3.18;0
1;supply_node;5622.00;10.50;1728.00;6.11;0
1;supply_node;5592.00;11.40;408.00;1.31;0
1;supply_node;5556.00;16.55;520.00;5.35;0
1;supply_node;5616.00;12.45;546.00;0.55;0
1;supply_node;275.00;9.70;1181.00;3.48;0
1;supply_node;5617.00;11.50;784.00;6.07;0
1;supply_node;5582.00;11.90;659.00;2.72;0
1;supply_node;5598.00;13.80;122.00;5.65;0
1;supply_node;5619.00;13.75;666.00;1.95;0
1;supply_node;5604.00;17.23;288.00;4.89;0
1;supply_node;5467.00;15.10;34.00;0.09;0
1;supply_node;5567.00;10.70;18.00;4.13;0
1;supply_node;5535.00;13.85;69.00;0.79;0
1;supply_node;5472.00;13.10;127.00;2.26;0
1;supply_node;5509.00;14.55;222.00;0.02;0
1;supply_node;5507.00;18.90;332.00;1.50;0
1;naval_base;4999.00;9.70;2061.00;-2.98;207
1;naval_base;5008.00;9.70;2239.00;0.40;624
1;naval_base;5562.00;9.50;2133.00;-0.34;1170
1;naval_base;5356.00;9.70;2167.00;-4.04;1270
1;naval_base;5523.00;9.70;2108.00;-3.56;1170
1;naval_base;5144.00;10.40;2236.00;1.26;1375
1;naval_base;5188.00;9.70;2110.00;-3.14;300
1;naval_base;5205.00;9.70;2115.00;-3.24;72
1;naval_base;5467.00;10.25;2123.00;-3.79;1064
1;naval_base;3683.00;9.50;1821.00;-0.19;1176
1;naval_base;5590.00;9.50;2092.00;-3.09;1170
1;naval_base;2700.00;9.70;1446.00;-3.93;1357
1;naval_base;3669.00;9.50;1832.00;-4.49;1176
1;naval_base;276.00;9.50;1180.00;-3.14;1327
1;fuel_silo;5211.00;10.40;2106.00;4.78;0
1;air_base;5407.00;10.40;1788.00;3.29;0
1;rocket_site;5067.00;10.98;1856.00;5.01;0
2;arms_factory;3016.00;10.20;946.00;5.50;0
2;arms_factory;3120.00;10.62;971.00;2.24;0
2;arms_factory;3074.00;10.98;998.00;3.45;0
2;arms_factory;3007.00;10.30;949.00;1.29;0
2;arms_factory;3078.00;10.20;986.00;2.85;0
2;arms_factory;3098.00;10.25;1016.00;5.51;0
2;industrial_complex;3052.00;9.80;954.00;1.90;0
2;industrial_complex;3032.00;10.90;929.00;6.02;0
2;industrial_complex;3017.00;11.50;973.00;6.12;0
2;industrial_complex;3069.00;10.00;953.00;3.96;0
2;industrial_complex;3053.00;10.20;933.00;1.80;0
2;industrial_complex;3010.00;10.88;925.00;4.46;0
2;supply_node;3117.00;10.30;990.00;0.63;0
2;supply_node;3056.00;10.00;981.00;3.57;0
2;supply_node;3001.00;10.45;967.00;1.33;0
2;supply_node;3014.00;10.15;974.00;2.80;0
2;supply_node;3044.00;10.20;971.00;5.74;0
2;supply_node;3016.00;10.00;959.00;2.04;0
2;supply_node;3029.00;9.70;963.00;4.98;0
2;supply_node;3028.00;10.20;980.00;1.63;0
2;supply_node;3014.00;11.00;924.00;4.21;0
2;supply_node;3038.00;10.90;924.00;0.87;0
2;supply_node;3030.00;10.90;934.00;2.34;0
2;supply_node;3013.00;10.20;940.00;0.10;0
2;supply_node;3046.00;10.20;936.00;3.04;0
2;supply_node;3058.00;10.10;941.00;4.52;0
2;supply_node;3028.00;10.00;949.00;2.27;0
2;supply_node;3004.00;10.40;954.00;3.75;0
2;supply_node;3043.00;9.93;952.00;0.41;0
2;supply_node;3081.00;10.00;956.00;4.45;0
2;supply_node;3063.00;9.73;959.00;5.93;0
2;supply_node;3075.00;10.20;975.00;2.58;0
2;supply_node;3059.00;10.20;973.00;5.16;0
2;supply_node;3068.00;10.00;949.00;1.82;0
2;supply_node;3041.00;10.20;989.00;3.29;0
2;supply_node;3125.00;10.40;959.00;1.05;0
2;supply_node;3100.00;10.20;957.00;3.99;0
2;supply_node;3110.00;10.20;969.00;5.47;0
2;supply_node;3093.00;10.30;972.00;2.12;0
2;supply_node;3124.00;11.20;976.00;4.71;0
2;supply_node;3089.00;10.50;985.00;1.36;0
2;supply_node;3103.00;10.50;983.00;4.29;0
2;supply_node;3074.00;10.40;987.00;0.59;0
2;supply_node;3058.00;10.88;993.00;3.53;0
2;supply_node;3103.00;10.88;999.00;5.01;0
2;supply_node;3079.00;11.00;999.00;2.76;0
2;supply_node;3091.00;11.00;1005.00;5.70;0
2;supply_node;3118.00;10.20;1003.00;0.90;0
2;supply_node;3105.00;10.85;1018.00;4.94;0
2;air_base;3058.00;10.15;938.00;6.16;0
2;naval_base;3054.00;9.50;960.00;-2.76;1255
2;naval_base;3045.00;9.70;957.00;-3.14;1255
2;naval_base;3038.00;9.55;972.00;0.00;1255
2;naval_base;3073.00;9.55;970.00;-0.54;1255
2;naval_base;3013.00;9.50;917.00;0.12;1567
2;naval_base;3005.00;9.70;970.00;-4.12;1255
2;naval_base;3059.00;9.55;968.00;0.54;1255
2;naval_base;3022.00;9.50;980.00;-0.46;1255
2;naval_base;3026.00;9.70;967.00;-3.34;1255
2;naval_base;3016.00;10.15;976.00;-3.14;1255
2;naval_base;3019.00;9.70;963.00;-3.46;1255
2;naval_base;3074.00;10.20;968.00;-2.59;1255
2;fuel_silo;3046.00;10.05;977.00;5.65;0
2;rocket_site;3090.00;10.30;978.00;4.70;0
2;floating_harbor;3006.03;9.50;981.36;0.65;2166
3;arms_factory;2870.00;10.30;1117.00;3.45;0
3;arms_factory;2873.00;10.30;1119.00;1.29;0
3;arms_factory;2878.00;10.50;1121.00;2.85;0
3;arms_factory;2863.00;10.60;1135.00;5.51;0
3;arms_factory;2878.00;10.60;1141.00;1.90;0
3;arms_factory;2880.00;10.60;1138.00;6.02;0
3;industrial_complex;2884.00;10.25;1105.00;6.12;0
3;industrial_complex;2827.00;10.65;1108.00;3.96;0
3;industrial_complex;2841.00;10.40;1107.00;1.80;0
3;industrial_complex;2896.00;10.30;1118.00;4.46;0
3;industrial_complex;2829.00;11.55;1118.00;6.03;0
3;industrial_complex;2834.00;11.75;1120.00;2.41;0
3;supply_node;2859.00;10.60;1114.00;1.33;0
3;air_base;2876.00;10.60;1136.00;1.45;0
3;naval_base;2840.00;9.50;1087.00;-0.41;1400
3;fuel_silo;2852.00;10.60;1117.00;2.92;0
3;rocket_site;2875.00;10.30;1118.00;1.96;0
3;floating_harbor;2845.18;9.50;1082.59;-3.56;1689
4;arms_factory;2877.00;10.30;1183.00;2.85;0
4;arms_factory;2852.00;10.60;1221.00;5.51;0
4;arms_factory;2879.00;10.45;1150.00;1.90;0
4;arms_factory;2896.00;10.60;1182.00;6.02;0
4;arms_factory;2904.00;10.50;1216.00;6.12;0
4;arms_factory;2857.00;10.60;1196.00;3.96;0
4;industrial_complex;2893.00;10.30;1160.00;1.80;0
4;industrial_complex;2865.00;10.60;1193.00;4.46;0
4;industrial_complex;2859.00;10.60;1194.00;6.03;0
4;industrial_complex;2859.00;10.60;1211.00;2.41;0
4;industrial_complex;2882.00;10.57;1175.00;0.25;0
4;industrial_complex;2894.00;11.55;1199.00;1.45;0
4;supply_node;2897.00;10.65;1183.00;5.74;0
4;supply_node;2844.00;10.35;1209.00;2.04;0
4;air_base;2923.00;10.30;1181.00;3.52;0
4;naval_base;2813.00;9.50;1224.00;-2.09;1304
4;naval_base;2942.00;9.70;1197.00;-4.35;1591
4;fuel_silo;2915.00;10.50;1198.00;0.41;0
4;rocket_site;2851.00;10.60;1222.00;4.63;0
4;floating_harbor;2809.92;9.50;1228.47;1.05;368
5;arms_factory;2857.00;10.70;1151.00;1.90;0
5;arms_factory;2866.00;10.60;1160.00;6.02;0
5;arms_factory;2852.00;10.60;1177.00;6.12;0
5;arms_factory;2850.00;10.75;1144.00;3.96;0
5;arms_factory;2861.00;10.60;1153.00;1.80;0
5;arms_factory;2863.00;10.50;1169.00;4.46;0
5;industrial_complex;2855.00;10.35;1180.00;6.03;0
5;industrial_complex;2859.00;10.35;1146.00;2.41;0
5;industrial_complex;2858.00;10.45;1163.00;0.25;0
5;industrial_complex;2865.00;10.55;1171.00;1.45;0
5;industrial_complex;2838.00;10.43;1135.00;4.47;0
